http://ontology.inrae.fr/bsv/html/Corpus/Alea/html/05bsv_jevi_20190502_cle8f22b6.html;Les fortes chaleurs observées il y a 2 à 3 semaines ont créé de bonnes conditions de développement pour ce ravageur. Mais le retour de la fraîcheur et des pluies ont dû les freiner.
http://ontology.inrae.fr/bsv/html/Corpus/Alea/html/BSV05_GC_LOR_S13_2020_cle4419d7.html;Depuis la semaine précédente, peu de précipitations ont eu lieu, ce qui a permis de stabiliser le risque climatique. On retrouve les mêmes scores climat du modèle TOP qui sont à utiliser dans la grille piétin verse (voir BSV n°4) Station météo Saint-Hilaire-en- Metz-Augny (57) Nancy (54) Dogneville (88) Woëvre (55) Date de semis 20-sept 15-oct 20-sept 15-oct 20-sept 15-oct 20-sept 15-oct Indice TOP 61,4 37.8 65.5 48.6 41.9 41.9 58.7 41.8 Score climat (à utiliser 2 1 2 2 1 1 2 1 dans la grille)
http://ontology.inrae.fr/bsv/html/Corpus/Alea/html/BSV_Arboriculture_3_24_fevrier_2020-2-2_cle83ae58.html;Stade B à D E selon les variétés
http://ontology.inrae.fr/bsv/html/Corpus/Alea/html/BSV_GC_n_22_du_30_avril_2013_cle82bfbf.html;p 1 p 5 p 6 p 9 p 10
http://ontology.inrae.fr/bsv/html/Corpus/Alea/html/BSV_Legumes_082019_cle841c8f-1.html;Noctuelle gamma 1 8 1 2 5
http://ontology.inrae.fr/bsv/html/Corpus/Alea/html/BSV_MARAICHAGE_2018-17_cle04f12d.html;Risque de sporulation 0 0 0 0 0 0 0
http://ontology.inrae.fr/bsv/html/Corpus/Alea/html/BSV_MARAICHAGE_2018-17_cle04f12d.html;Risque d'infection d'une plante 0 0 0 0 0 0 0
http://ontology.inrae.fr/bsv/html/Corpus/Alea/html/BSV_legumes_05_cle827cb7-1.html;Etat général Les premiers pucerons ailés ont été observés dans 3 parcelles au stade 2 à 4 feuilles. On a 1 à 2 pucerons verts ailés pour 25 pieds. Une petite colonie isolée de pucerons noirs a également été observée (10 pucerons). Rien n'a été observé dans les autres parcelles. Les captures de pucerons en cuvette jaune restent quasiment nulles sur la semaine écoulée.
http://ontology.inrae.fr/bsv/html/Corpus/Alea/html/BSV_legumes_15_cle8b2b14-1.html;Sorties de taches 28 juin 4juillet 0 0 0 0 0 2
http://ontology.inrae.fr/bsv/html/Corpus/Tests/GrandesCultures/html/BSV_GRANDES_CULTURES_2019_No21_cle091311.html;Nombre de pyrales capturées 6 2 1 2 3 3
http://ontology.inrae.fr/bsv/html/Corpus/Tests/GrandesCultures/html/bsv_gc_mp_n19_21032019_cle0c7f7d.html;MI D I-P YR E N E E S
http://ontology.inrae.fr/bsv/html/Corpus/Tests/GrandesCultures/html/bsv_gc_mp_n27_16052019_cle046a11.html;MI D I-P YR E N E E S
http://ontology.inrae.fr/bsv/html/Corpus/Tests/GrandesCultures/html/bsv_gc_mp_n27_16052019_cle046a11.html;MI D I-P YR E N E E S
http://ontology.inrae.fr/bsv/html/Corpus/Tests/Maraichage/html/20190731_BSV_legumes_cle01d6c6.html;Génération 4 3 3 3 2 3
http://ontology.inrae.fr/bsv/html/Corpus/Tests/Maraichage/html/20190731_BSV_legumes_cle01d6c6.html;Geispitzen Vendenheim Sessenheim Wiwersheim Marckolsheim Rottelsheim Wissembourg Altkirch Duttlenheim 0 0 0 1,04 0,12 0 0 0 0 2,31 2,31 4,8 Muttersholtz 0 0 1,04 1,04 0,45 0 0 0 0 1,34 1,34 27,1 Valff 0 0 0,13 1,04 0,32 0,37 0 0 0 3,08 3,08 20,6 Ste Croix en Plaine 0 0 0,01 1,03 0 0 0 0 0 0,65 1,3 55,4 Niveau de risque : nul à faible (voir tableau). L'humidité, la rosée et les pluies ont permis des contaminationsmais le temps sec ayant réduit la réserve de spores, celle-ci a été insuffisante pour dépasser le seuil de contaminations ou de sporulations. Le risque est plus élevé quand la culture couvre le sol, dans les zones abritées, humides, irriguées. Les données sont manquantes depuis le 23 juillet pour les stations CIMEL de la CA Alsace, le calcul n'est pas actualisé par rapport à la situation réelle.
http://ontology.inrae.fr/bsv/html/Corpus/Tests/Maraichage/html/20190828_BSV_legumes_cle0ede1d.html;Le tableau suivant indique la situation du modèle Mileos pour 12 stations météo, valable dans un rayon de 7 à 10 km selon la topographie, sur les 7 derniers jours pour l'atteinte du seuil variétal, sur les 48 heures à venir pour la réserve de spores et le niveau de risque (= poids de contamination). Poids de Index de Pluies Jours ou seuil nuisibilité atteint contamination contamination (mm) Stations météo 22/8 23/8 24/8 25/8 26/8 27/8 28/8 29/8 30/8 29/8 30/8 7 jours Geispitzen Vendenheim Sessenheim Wiwersheim Marckolsheim Rottelsheim Wissembourg Altkirch Duttlenheim 0 0 0 3,31 3,61 3,61 0 3,45 3,45 12,44 12,44 1,1 Muttersholtz 0 1,22 1,28 4,01 4,23 4,51 0 3,57 3,57 10,98 10,98 0 Valff 0 0 0 3,16 1,86 0 0 2,62 2,66 10,38 10,38 0 Ste Croix en Plaine 0 0 0 0 0 0 0 0 Niveau de risque : nul à moyen (voir tableau). L'humidité, la rosée et les pluies ont permis descontaminations, le temps sec n'a pas réduit la réserve de spores (mais celle-ci reste quasi nulle en l'absence de mildiou observé et avec le peu de feuillage encore présent). Le risque est plus élevé quand la culture couvre le sol, dans les zones abritées, humides, irriguées. Les données sont manquantes depuis le 23 juillet pour les stations CIMEL de la CA Alsace, le calcul n'est pas actualisé par rapport à la situation réelle. Le seuil de nuisibilité a été atteint depuis le dernier flash sauf à Ste Croix en Plaine. Il devrait l'être ces deux prochains jours sur Muttersholtz, mais le risque peut aussi se concrétiser sur les autres secteurs.
http://ontology.inrae.fr/bsv/html/Corpus/Tests/Maraichage/html/BSV_Legumes_102019_cle8be56a.html;Teigne des crucifères 9 2 9 0 1 0 0 200 10
http://ontology.inrae.fr/bsv/html/Corpus/Tests/Maraichage/html/BSV_Legumes_132019_cle871f9a.html;Mouches de l'endive Site S22 S23 S24 S25 S26 Dans les bacs jaunes mis en place, les captures sont en hausse Loos-en-Gohelle (62)0 0 1 3 2 sur la plupart des sites, le seuil de nuisibilité est même dépas- Illies (59)-1 0 1 2 sé à Soyécourt (80). La première et la deuxième génération sont généralement peu nuisibles, mais peuvent parfois en- Avelin (59) ---13 6 dommager le bourgeon (les conditions favorables à ce type de Boiry-Notre-Dame (62) 0 4 2 7 6 dégâts restent mal connues). Vérifier la formation éventuelle Noreuil (62) ----71 de galeries à la base du pétiole ou sur le collet des plantes, Bertincourt (62) ----63 qui traduirait la présence de N.cichorii par rapport à celle Marcelcave (80)--2 1 2 d'autres mineuses plus « spécifiques » des feuilles (voir ci après). Soyécourt (80) ---84 20
http://ontology.inrae.fr/bsv/html/Corpus/Tests/Maraichage/html/BSV_Legumes_132019_cle871f9a.html;Pemphigus 12 0 0 1 5 1 4 2
http://ontology.inrae.fr/bsv/html/Corpus/Tests/Maraichage/html/BSV_Legumes_132019_cle871f9a.html;Teigne des crucifères 12 2 9 9 2 1 0 32
http://ontology.inrae.fr/bsv/html/Corpus/Tests/Maraichage/html/BSV_Legumes_262019_cle8bd5e8.html;Les individus capturés en bacs jaunes ont générale- Site S34 S35 S36 S37 S38 S39 ment augmenté sur la région (39,2 mouches par Loos-en-Gohelle (62) 1 0 1 0 7 10 site en moyenne contre 22,2 la semaine précé- Illies (59) 5 1 0 5 10 2 dente). Ainsi les captures de mouches ont forte- Avelin (59) 2 15 19 ---ment augmenté sur l'ensemble des secteurs à l'ex- 11 4 1 0 0 0 ception de celui d'Illies (59). Notamment sur les Boiry-Notre-Dame (62) secteurs de Noreuil (62) passant de 53 à 149 cap- Noreuil (62) 44 25 20 13 53 149 tures, de Bertincourt (62) passant de 60 à 116 cap- Bertincourt (62) 23 24 38 22 60 116 tures, de Marcelcave (80) passant de 1 à 24 cap- Marcelcave (80) 0 0 1 1 1 24 tures, de Soyécourt (80) passant de 11 à 60 cap- Soyécourt (80) 26 2 30 1 11 60 tures et Ailly-le-Haut-Clocher (80) passant de 6 à Ailly-le-Haut-Clocher (80)0 1 12 1 6 21 21 captures. Le seuil de 15 mouches cumulées Graincourt (62)0 2 1 0 3 4 dans 3 bacs sur 14 jours est alors dépassé sur l'en- Arras (62) 0 1 0 3 -6 semble de ces parcelles mais aussi sur la parcelle de Loos-en-Gohelle (62). Les populations des autres secteurs restent plutôt stables et en dessous du seuil. Des dégâts assez minimes, 4% des plantes avec présence de piqûres, ont aussi été observés sur le secteur de Loos-en Gohelle (62).
http://ontology.inrae.fr/bsv/html/Corpus/Vespa/html/BSV_Arboriculture_no26_du_13052014_cle81fe48.html;Pour rappel, le puceron vert du prunier est de coloration variable, vert du prunier fr quemment vert vert jauntre voire brun. Il peut tre l'origine d'attaques tr s visuelles. En effet, les piq res des Individus ail s fondatrices et des g n rations suivantes, engendrent une r action du feuillage, qui se crispe tr s fortement. Par la suite les feuilles vont s'enrouler le long de la tige. Ces attaques vont initier une baisse de vigueur de l'arbre. Ce puceron n'est pas exclusif au prunier mais peut galement toucher divers prunus, les chrysanth mes, les cin raires. Ces esp ces repr sentent les h tes primaires du ravageur, qui comme le puceron cendr du pommier, connait une phase de migration en fin d' t . Le LIEVEN puceron se r fugie alors sur diff rents h tes secondaires tels que le tournesol, ou encore l'artichaut et le tr fle. Il reviendra alors en automne sur le prunier. Les pucerons se retrouvent la face inf rieure des feuilles. Sur la saison 3 5 g n rations fondatrig nes peuvent se succ der sur l'h te primaire.
http://ontology.inrae.fr/bsv/html/Corpus/Vespa/html/BSV_Arboriculture_no42_du_01072014_cle88a477.html;28-juin I e C 15-juin 19-juin 30-juin I e C I e C 29-juin I e C 28-juin I e C 29-juin I e C 29-juin I e C 27-juin I e C 27-juin I e C I e C I e C 28-juin I e C 29-juin I e C 27-juin I e C 28-juin I e C 27-juin I e C 30-juin I e C 25-juin I e C 28-juin I e C
http://ontology.inrae.fr/bsv/html/Corpus/Vespa/html/BSV_Arboriculture_no49_du_02092014_cle82df79.html;Pourcentage cumulé des différentes catégories pour la Selon les sommes de seconde génération (données issiues de la modélisation) températures depuis première capture Adultes de G2 Larves de G2 Diaposantes de G2 24 7 0 3-ao t 1 0 0 28-ao t 5 0 0 15-ao t 6 0 0 6-ao t 17 0 0 1-ao t 24 6 0 4-ao t 19 3 0 7-ao t 29 14 0 1-ao t 44 32 0 27-juil. 3 0 0 23-ao t 11 0 0 9-ao t 22 4 0 4-ao t 29 12 0 1-ao t 11 1 0 1-ao t 13 1 0 4-ao t 17 2 0 8-ao t 25 10 0 24-juil. 4 0 0 17-ao t
http://ontology.inrae.fr/bsv/html/Corpus/Vespa/html/BSV_N_02-viticulture-17.04.2012.html;Sur ceps 0 1 à 5 4 à 10 1 à 3 0
http://ontology.inrae.fr/bsv/html/Corpus/Vespa/html/BSV_N_02-viticulture-17.04.2012.html;Au sol (pièges)> 15 1 à 5 4 à 10 4 à 10 1 à 3
http://ontology.inrae.fr/bsv/html/Corpus/Vespa/html/BSV_Ornement_Normandie_n-15-2012_cle04386f.html;-----------------------------
|Laure LEGENDRE |Ces dix dernier|
|l.legendre.fred|P E P I N I E R|


-----------------------------
|marie-laure.win|R              |
|Rédacteur de ce|LES ARBRES ET A|


-----------------------------
|d.loisel.fredon|Pucerons :     |
|Directeur de pu|A l'extérieur, |


===================================
|Adulte de Dupon|La campagne s'a|
|(Horti D )     |d'octobre.     |




http://ontology.inrae.fr/bsv/html/Corpus/Vespa/html/Bulletin-de-sante-du-vegetal-no19-2055.html;L'hiver 2010-2011 est caractérisé par T e m p é ra tu re m o y e n n e m e n su e lle des épisodes de froid marqués qui-Station de Fabas-ont été un facteur favorable au bon 24 démarrage du cycle végétatif, 22 20 d'autant qu'aucun problème de gel 18 n'a été à déplorer. 16 14 Le printemps est chaud et sec (plus 12 10 chaud que la moyenne des 15 8 6 dernières années). Le débourrement 4 est précoce et le développement de 2 M o y e n n e 1 9 9 5 -2 0 0 9 2010/2011 0 la végétation rapide. La floraison se déroule alors dans des conditions optimales qui réduisent considérablement les problèmes de coulure. La rareté des épisodes pluvieux sur la période printanière est un facteur défavorable au développement des maladies cryptogamiques mais installe un déficit hydrique tôt en saison. Les effets du stress hydrique se font sentir dès le début du mois de juillet lorsque les baies peinent à se remplir. Localement des phénomènes de flétrissement de baies et de ralentissement de la croissance végétative sont observés. Ce sont les pluies de la mi-juillet qui vont permettre d'inverser la tendance. Le mois de juillet est marqué par une baisse significative des températures et des épisodes pluvieux répétés qui favorisent l'installation de foyers de botrytis sur les cépages sensibles. En août, les températures redeviennent estivales et les pluies s'espacent, compensant en partie les méfaits des conditions climatiques du mois de juillet. Les épisodes caniculaires enregistrés dans le courant de l'été, ont provoqué localement des brûlures importantes sur feuilles et baies.
http://ontology.inrae.fr/bsv/html/Corpus/Vespa/html/Bulletin-de-sante-du-vegetal-no19-2230.html;L'hiver 2010-2011 est caractérisé Température moyenne mensuelle 2 0 1 0 -2 0 1 1 Moyenne 1995-2009 par des épisodes de froid marqués-Station de Lisle/Tarn-24 qui ont été un facteur favorable au 22 20 bon démarrage du cycle végétatif, 18 16 d'autant qu'aucun problème de gel 14 12 n'a été à déplorer. 10 8 Le printemps est chaud et sec (plus 6 4 chaud que la moyenne des 15 2 0 dernières années). Le débourrement est précoce et le développement de la végétation rapide. La floraison se déroule alors dans des conditions optimales qui réduisent considérablement les problèmes de coulure. La rareté des épisodes pluvieux sur la période printanière est un facteur défavorable au développement des maladies cryptogamiques mais installe un déficit hydrique tôt en saison. Les effets du stress hydrique se font sentir dès le début du mois de juillet lorsque les baies peinent à se remplir. Localement des phénomènes de flétrissement de baies et de ralentissement de la croissance végétative sont observés. Ce sont les pluies de la mi-juillet qui vont permettre d'inverser la tendance. Le mois de juillet est marqué par une baisse significative des températures et des épisodes pluvieux répétés qui favorisent l'installation de foyers de botrytis sur les cépages sensibles. En août, les températures redeviennent estivales et les pluies s'espacent, compensant en partie les méfaits des conditions climatiques du mois de juillet.
